list_fasil_id,hotel_id
2,840
4,840
5,840
6,840
7,840
9,840
4,841
5,841
6,841
7,841
9,841
4,842
5,842
7,842
9,842
1,843
2,843
4,843
5,843
6,843
7,843
9,843
11,843
12,843
15,843
4,844
5,844
9,844
2,845
4,845
5,845
7,845
9,845
4,846
5,846
6,846
7,846
9,846
11,846
2,847
4,847
5,847
7,847
9,847
2,848
4,848
5,848
7,848
9,848
2,849
4,849
7,849
9,849
2,850
4,850
5,850
7,850
9,850
4,851
5,851
9,851
4,852
5,852
6,852
7,852
9,852
12,852
2,853
4,853
5,853
7,853
9,853
12,853
4,854
5,854
6,854
7,854
9,854
10,854
2,855
4,855
5,855
7,855
9,855
2,856
4,856
5,856
7,856
9,856
1,857
2,857
4,857
5,857
7,857
9,857
12,857
2,858
4,858
5,858
7,858
9,858
1,859
2,859
4,859
5,859
6,859
7,859
9,859
12,859
2,861
4,861
5,861
7,861
9,861
2,862
3,862
4,862
5,862
6,862
7,862
8,862
9,862
12,862
4,863
5,863
7,863
9,863
4,864
5,864
7,864
9,864
4,865
5,865
7,865
9,865
4,866
5,866
7,866
9,866
4,867
5,867
9,867
2,868
4,868
5,868
7,868
9,868
4,869
5,869
7,869
9,869
2,870
4,870
5,870
7,870
9,870
2,871
4,871
5,871
7,871
9,871
4,872
5,872
6,872
9,872
4,873
5,873
7,873
9,873
4,874
5,874
7,874
9,874
2,875
4,875
5,875
7,875
9,875
2,876
4,876
7,876
9,876
1,877
2,877
4,877
5,877
7,877
9,877
4,878
5,878
7,878
9,878
2,879
4,879
5,879
7,879
9,879
2,880
4,880
5,880
7,880
9,880
2,881
4,881
5,881
6,881
7,881
9,881
1,882
2,882
4,882
5,882
7,882
9,882
4,883
5,883
6,883
9,883
4,884
5,884
7,884
9,884
2,885
4,885
5,885
7,885
9,885
2,886
4,886
5,886
7,886
9,886
2,887
4,887
5,887
7,887
9,887
2,888
4,888
5,888
7,888
9,888
2,889
4,889
5,889
7,889
9,889
4,891
5,891
7,891
9,891
2,892
4,892
5,892
6,892
7,892
9,892
4,893
5,893
7,893
9,893
1,894
2,894
5,894
7,894
2,895
4,895
5,895
9,895
2,896
3,896
4,896
5,896
6,896
7,896
8,896
9,896
10,896
11,896
12,896
2,897
4,897
5,897
6,897
7,897
8,897
9,897
11,897
12,897
2,898
4,898
5,898
6,898
7,898
8,898
9,898
11,898
2,899
4,899
5,899
6,899
7,899
8,899
9,899
12,899
4,900
5,900
9,900
12,900
2,901
4,901
5,901
6,901
7,901
8,901
9,901
11,901
12,901
2,902
4,902
5,902
6,902
7,902
8,902
9,902
11,902
12,902
2,903
4,903
5,903
6,903
7,903
9,903
11,903
2,904
4,904
5,904
6,904
7,904
9,904
11,904
1,905
2,905
4,905
5,905
6,905
7,905
8,905
9,905
11,905
12,905
2,906
4,906
5,906
6,906
7,906
8,906
9,906
11,906
4,907
5,907
7,907
9,907
2,908
3,908
4,908
5,908
6,908
7,908
9,908
11,908
12,908
2,909
4,909
5,909
6,909
7,909
8,909
12,909
2,910
4,910
5,910
9,910
2,911
4,911
5,911
7,911
9,911
2,912
4,912
5,912
9,912
2,913
4,913
5,913
6,913
7,913
9,913
11,913
12,913
2,914
4,914
5,914
6,914
7,914
8,914
9,914
2,915
4,915
5,915
7,915
9,915
4,916
5,916
7,916
9,916
2,917
4,917
5,917
6,917
7,917
9,917
4,918
7,918
9,918
2,919
4,919
7,919
9,919
4,920
5,920
6,920
9,920
2,921
4,921
5,921
9,921
4,922
5,922
9,922
4,923
5,923
7,923
9,923
2,924
4,924
5,924
7,924
9,924
4,925
5,925
9,925
1,926
2,926
4,926
5,926
7,926
9,926
2,927
3,927
4,927
5,927
6,927
7,927
9,927
2,928
4,928
5,928
9,928
12,928
4,929
5,929
9,929
3,930
4,930
5,930
7,930
9,930
10,930
2,931
4,931
9,931
2,932
4,932
5,932
7,932
9,932
2,933
4,933
5,933
6,933
7,933
9,933
12,933
2,934
4,934
5,934
7,934
9,934
2,935
4,935
5,935
6,935
7,935
9,935
11,935
4,936
5,936
6,936
7,936
9,936
11,936
1,937
2,937
4,937
5,937
7,937
9,937
2,938
4,938
