,Hotel Image,Hotel Name,Tipe Properti,City,Address,Hotel Rating,Min,Max,Lattitute,Longitude
1686,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/28/1836f00f-6b46-476e-80ca-f80347d647de-1603894386742-e94817359e6ef0b05ebf666b4aef5d8d.jpg,Belitong Inn,Guest House,Tanjung Pandan Belitung,Jl. Jend. Sudirman No. 16. Pangkal Lalang. Tanjung Pandan. Belitung Regency. Belitung 33413. Indonesia,4.2,262500,337501,-2.743251,107.640812
1687,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/12/16/551b78fa-e526-4371-83f7-3d1aa3a50e90-1639625431896-029dd56e16b9c10f706f6d58326f3d72.jpg,Mitra Garden Hotel,Hotel,Pangkalan Baru Bangka Tengah,Jl. Depati Amir No. 3 (Wing Right Side). Pangkalpinang,5.0,273601,388000,-2.13447976112366,106.103729248047
1688,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/29/661e8e38-d26a-4420-b0f5-b8eed80c0084-1603921532986-c5741623fc8dd24a95d8474f58686a38.jpg,Hotel Mustika 2 Belitung,Hotel,Kota Tanjung Pandan Belitung,Jl. Jend Sudirman / Jalan Sabar. Pangkal Lalang. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung. Indonesia,4.8,150000,250000,-2.743635,107.640148
1689,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/03/31/5291e3bc-0e6f-4bdb-ac5c-a88ccf84dda0-1648731324636-4541eb93e2d1668ab78d15a5a92529cf.jpg,Penginapan Mitra Belitung,Guest House,Tanjung Pandan Belitung,Jl. Duku No.38. Pangkal Lalang. Tj. Pandan. Kabupaten Belitung. Kepulauan Bangka Belitung. Indonesia,3.8,142785,189963,-2.746269,107.644274
1690,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/12/4667ac8f-4fd1-4eb5-87c1-a90c4c933a07-1660287920756-931f973ffb587c10368c0b8f2eff8c7a.jpg,Sahabat Pantai Guest House RedPartner,Hotel,Tanjung Pandan Belitung,CMR9+6VM. Jl. Kelayang Indah. Keciput. Sijuk. Kabupaten Belitung. Kepulauan Bangka Belitung 33414. Indonesia,Belum ada rating,227343,239250,-2.559236,107.669315
1691,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/02/23/e98a1083-1503-4f50-a9ac-ed3af3f59f8d-1645559654438-83bba6536f4605c47e9ae8b9ab728757.jpg,Mitra Hotel,Hotel,Pangkalan Baru Bangka Tengah,Jl. Mentok No. 3 (Wing Left side - Pasar Baru Shopping Center) Pangkalpinang,4.8,235877,259200,-2.13447974160921,106.10372543335
1692,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/05/25/e09ab440-e44a-4cc5-a75d-5b025cb6cb51-1653460514229-54766924d54dfd947e323b43418b6478.jpg,Urbanview Hotel Belitung Lodge Resto & Club House,Hotel,Tanjung Pandan Belitung,Air Selumar. Sijuk. Belitung Regency. Bangka Belitung Islands 33414. Indonesia,Belum ada rating,177750,480060,-2.641027,107.718105
1693,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/02/08/3279f815-2843-4b95-9a6a-02a2037dbf0f-1644313528151-5c683838b65baf51410797afe6b9fff2.jpg,RedDoorz Syariah near PangkalBalam Port Pangkal Pinang,Guest House,Gabek Pangkalpinang,Jl. Kartini Utama Raya No.2. Selindung Baru. Kec. Gabek. Kota Pangkal Pinang. Kepulauan Bangka Belitung 33172. Indonesia,Belum ada rating,208026,209550,-2.088499,106.115564
1694,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/79aec80e-d816-480e-887d-575c911e8690-1615560624776-8f4de8905e38e75322abcfc9a92974bc.jpg,SPOT ON 2766 Kezia Kost,Hotel,Tanjung Pandan Belitung,Air Saga No.1. Kepulauan Bangka Belitung. Belitung,4.5,136503,166667,-2.720503,107.639365
1695,https://www.tiket.com//hotel/v3/assets/f529139b.svg,OYO 91419 Hotel Mulia Bangka,Hotel,Girimaya Pangkalpinang,33684.Abdullah Bursyah. Pangkalpinang. Kepulauan Bangka Belitung. Indonesia.33684.Pangkal Pinang.Bangka Belitung,Belum ada rating,83406,95317,-2.147163299,106.1257187
