list_fasil_id,hotel_id
4,90
5,90
6,90
7,90
2,91
4,91
5,91
2,92
4,92
7,92
9,92
4,93
5,93
6,93
7,93
12,93
2,94
4,94
7,94
9,94
1,95
2,95
5,95
9,95
1,96
2,96
4,96
5,96
2,97
4,97
5,97
11,97
2,98
4,98
5,98
11,98
2,99
3,99
4,99
5,99
4,100
5,100
7,100
9,100
2,101
4,101
5,101
6,101
7,101
8,101
9,101
11,101
4,102
5,102
9,102
2,103
4,103
5,103
7,103
9,103
4,104
5,104
7,104
9,104
2,105
4,105
5,105
7,105
9,105
2,106
4,106
5,106
9,106
5,107
7,107
4,108
5,108
6,108
7,108
11,108
15,108
2,109
4,109
5,109
6,109
7,109
4,110
11,110
2,111
4,111
5,111
6,111
7,111
9,111
4,112
5,112
7,112
2,113
4,113
5,113
7,113
9,113
2,114
4,114
5,114
6,114
7,114
9,114
11,114
2,115
4,115
7,115
9,115
2,116
4,116
5,116
7,116
9,116
2,117
4,117
5,117
7,117
9,117
4,118
5,118
7,118
9,118
4,119
5,119
7,119
9,119
2,120
4,120
5,120
2,121
4,121
7,121
9,121
4,122
5,122
7,122
9,122
2,123
4,123
5,123
7,123
9,123
2,124
4,124
5,124
2,125
4,125
7,125
9,125
2,126
4,126
7,126
9,126
2,127
4,127
5,127
4,128
5,128
7,128
9,128
2,129
4,129
7,129
9,129
4,130
5,130
4,131
5,131
5,132
2,133
4,133
5,133
7,133
9,133
7,134
2,135
4,135
5,135
9,135
11,135
12,135
15,135
2,136
4,136
5,136
6,136
7,136
9,136
2,137
4,137
5,137
6,137
7,137
9,137
11,137
4,138
6,138
9,138
11,138
14,138
2,139
4,139
5,139
7,139
9,139
4,140
5,140
7,140
9,140
5,141
7,141
9,141
11,141
9,142
11,142
15,142
2,143
4,143
5,143
7,143
9,143
2,144
4,144
5,144
9,144
4,145
5,145
9,145
15,145
1,146
2,146
4,146
5,146
9,146
4,147
5,147
9,147
2,148
4,148
5,148
15,148
14,148
2,149
4,149
5,149
9,149
9,150
5,151
2,152
4,152
5,152
7,152
9,152
2,153
4,153
5,153
7,153
9,153
2,154
4,154
5,154
6,154
7,154
8,154
9,154
12,154
2,155
4,155
5,155
6,155
7,155
9,155
2,156
4,156
5,156
6,156
7,156
9,156
2,157
4,157
5,157
6,157
7,157
9,157
2,158
4,158
5,158
6,158
7,158
11,158
14,158
2,159
4,159
5,159
7,159
9,159
2,160
4,160
5,160
7,160
9,160
4,161
5,161
7,161
9,161
2,162
4,162
5,162
7,162
9,162
2,163
4,163
5,163
7,163
9,163
1,164
2,164
4,164
5,164
6,164
7,164
9,164
11,164
2,165
4,165
5,165
6,165
7,165
9,165
11,165
12,165
2,166
5,166
11,166
2,167
4,167
7,167
9,167
2,168
4,168
5,168
7,168
9,168
2,169
4,169
5,169
6,169
7,169
2,170
4,170
5,170
6,170
7,170
9,170
4,171
5,171
9,171
2,172
4,172
5,172
7,172
9,172
4,173
5,173
7,173
2,174
5,174
5,175
7,175
2,176
5,176
9,176
11,176
4,177
5,177
6,177
7,177
9,177
1,178
2,178
4,178
5,178
7,178
9,178
4,179
5,179
6,179
4,180
5,180
9,180
14,180
4,181
5,181
4,182
5,182
9,182
3,183
4,183
5,183
6,183
9,183
11,183
14,183
5,184
2,185
4,185
5,185
9,185
4,186
5,186
7,186
9,186
2,187
4,187
5,187
7,187
9,187
1,188
2,188
4,188
5,188
7,188
8,188
9,188
12,188
2,189
4,189
5,189
6,189
7,189
8,189
9,189
11,189
2,190
4,190
5,190
6,190
7,190
9,190
13,190
4,191
7,191
2,192
4,192
5,192
9,192
2,193
4,193
5,193
6,193
7,193
9,193
12,193
2,194
4,194
5,194
7,194
2,195
4,195
5,195
6,195
7,195
9,195
12,195
2,196
4,196
5,196
9,196
2,197
4,197
5,197
8,197
9,197
2,198
4,198
5,198
7,198
9,198
4,199
5,199
7,199
9,199
2,200
4,200
5,200
6,200
7,200
8,200
9,200
4,201
5,201
7,201
9,201
4,202
5,202
7,202
9,202
2,203
4,203
5,203
6,203
9,203
2,204
4,204
5,204
6,204
9,204
2,205
4,205
5,205
7,205
9,205
12,205
2,206
4,206
5,206
9,206
2,207
4,207
5,207
6,207
7,207
9,207
12,207
2,208
4,208
5,208
7,208
9,208
11,208
12,208
4,209
5,209
6,209
7,209
9,209
1,210
2,210
3,210
4,210
5,210
6,210
7,210
9,210
12,210
1,211
2,211
4,211
5,211
7,211
8,211
9,211
11,211
2,212
4,212
5,212
7,212
9,212
2,213
4,213
5,213
7,213
9,213
2,214
4,214
5,214
7,214
9,214
14,214
2,215
4,215
5,215
9,215
2,216
4,216
5,216
7,216
9,216
1,217
2,217
4,217
5,217
6,217
7,217
9,217
12,217
2,218
4,218
5,218
7,218
9,218
2,219
4,219
5,219
6,219
7,219
9,219
11,219
2,220
4,220
5,220
7,220
9,220
2,221
4,221
5,221
6,221
7,221
9,221
12,221
2,222
4,222
5,222
6,222
7,222
9,222
12,222
2,223
5,223
7,223
4,224
5,224
7,224
9,224
2,225
4,225
5,225
6,225
7,225
9,225
11,225
12,225
13,225
2,226
4,226
5,226
9,226
2,227
4,227
5,227
7,227
9,227
2,228
4,228
5,228
9,228
1,229
2,229
4,229
5,229
6,229
7,229
9,229
11,229
12,229
